time,router,average_response_ms,percent_packet_loss,count,state_ok,cpu_percent,mem_percent,fault_ping,fault_ospf,fault_bgp,fault_cpu,fault_mem,fault
2026-07-17 00:48:00,HO-Chennai,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:48:00,ZO-Bengaluru,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:48:00,BR-Koramangala,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:48:00,BR-Whitefield,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:49:00,HO-Chennai,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:49:00,ZO-Bengaluru,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:49:00,BR-Koramangala,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:49:00,BR-Whitefield,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:50:00,HO-Chennai,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:50:00,ZO-Bengaluru,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:50:00,BR-Koramangala,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:50:00,BR-Whitefield,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:51:00,HO-Chennai,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:51:00,ZO-Bengaluru,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:51:00,BR-Koramangala,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:51:00,BR-Whitefield,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:52:00,HO-Chennai,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:52:00,ZO-Bengaluru,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:52:00,BR-Koramangala,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:52:00,BR-Whitefield,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:53:00,HO-Chennai,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:53:00,ZO-Bengaluru,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:53:00,BR-Koramangala,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:53:00,BR-Whitefield,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:54:00,HO-Chennai,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:54:00,ZO-Bengaluru,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:54:00,BR-Koramangala,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:54:00,BR-Whitefield,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:55:00,HO-Chennai,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:55:00,ZO-Bengaluru,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:55:00,BR-Koramangala,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:55:00,BR-Whitefield,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:56:00,HO-Chennai,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:56:00,ZO-Bengaluru,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:56:00,BR-Koramangala,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:56:00,BR-Whitefield,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:57:00,HO-Chennai,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:57:00,ZO-Bengaluru,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:57:00,BR-Koramangala,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:57:00,BR-Whitefield,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:58:00,HO-Chennai,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:58:00,ZO-Bengaluru,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:58:00,BR-Koramangala,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:58:00,BR-Whitefield,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:59:00,HO-Chennai,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:59:00,ZO-Bengaluru,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:59:00,BR-Koramangala,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 00:59:00,BR-Whitefield,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 01:00:00,HO-Chennai,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 01:00:00,ZO-Bengaluru,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 01:00:00,BR-Koramangala,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 01:00:00,BR-Whitefield,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 01:01:00,HO-Chennai,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 01:01:00,ZO-Bengaluru,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 01:01:00,BR-Koramangala,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 01:01:00,BR-Whitefield,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 01:02:00,HO-Chennai,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 01:02:00,ZO-Bengaluru,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
2026-07-17 01:02:00,BR-Koramangala,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0
