time,router,count,metric_type
2026-07-24 12:20:30+00:00,ho-chennai,0,routing
2026-07-24 12:20:30+00:00,br-koramangala,0,routing
2026-07-24 12:20:30+00:00,zo-bengaluru,0,routing
2026-07-24 12:21:00+00:00,br-koramangala,0,routing
2026-07-24 12:21:00+00:00,zo-bengaluru,0,routing
2026-07-24 12:21:00+00:00,br-whitefield,0,routing
2026-07-24 12:21:00+00:00,ho-chennai,0,routing
2026-07-24 12:21:30+00:00,br-whitefield,0,routing
2026-07-24 12:21:30+00:00,ho-chennai,0,routing
2026-07-24 12:21:30+00:00,br-koramangala,0,routing
2026-07-24 12:21:30+00:00,zo-bengaluru,0,routing
