time,url,average_response_ms,percent_packet_loss,packets_transmitted,packets_received,router,metric_type
2026-07-22 12:51:50+00:00,172.20.20.3,,100,10,0,HO-Chennai,path_health
2026-07-22 12:51:50+00:00,172.20.20.7,,100,10,0,BR-Whitefield,path_health
2026-07-22 12:51:50+00:00,172.20.20.4,,100,10,0,ZO-Bengaluru,path_health
2026-07-22 12:51:50+00:00,172.20.20.5,,100,10,0,BR-Koramangala,path_health
2026-07-22 12:52:10+00:00,172.20.20.4,,100,10,0,ZO-Bengaluru,path_health
2026-07-22 12:52:10+00:00,172.20.20.5,,100,10,0,BR-Koramangala,path_health
2026-07-22 12:52:10+00:00,172.20.20.3,,100,10,0,HO-Chennai,path_health
2026-07-22 12:52:10+00:00,172.20.20.7,,100,10,0,BR-Whitefield,path_health
2026-07-22 12:52:30+00:00,172.20.20.3,,100,10,0,HO-Chennai,path_health
2026-07-22 12:52:30+00:00,172.20.20.7,,100,10,0,BR-Whitefield,path_health
2026-07-22 12:52:30+00:00,172.20.20.4,,100,10,0,ZO-Bengaluru,path_health
2026-07-22 12:52:30+00:00,172.20.20.5,,100,10,0,BR-Koramangala,path_health
2026-07-22 12:52:50+00:00,172.20.20.4,,100,10,0,ZO-Bengaluru,path_health
2026-07-22 12:52:50+00:00,172.20.20.5,,100,10,0,BR-Koramangala,path_health
2026-07-22 12:52:50+00:00,172.20.20.3,,100,10,0,HO-Chennai,path_health
2026-07-22 12:52:50+00:00,172.20.20.7,,100,10,0,BR-Whitefield,path_health
2026-07-22 12:53:10+00:00,172.20.20.3,,100,10,0,HO-Chennai,path_health
2026-07-22 12:53:10+00:00,172.20.20.7,,100,10,0,BR-Whitefield,path_health
2026-07-22 12:53:10+00:00,172.20.20.4,,100,10,0,ZO-Bengaluru,path_health
2026-07-22 12:53:10+00:00,172.20.20.5,,100,10,0,BR-Koramangala,path_health
2026-07-22 12:53:30+00:00,172.20.20.4,,100,10,0,ZO-Bengaluru,path_health
2026-07-22 12:53:30+00:00,172.20.20.5,,100,10,0,BR-Koramangala,path_health
2026-07-22 12:53:30+00:00,172.20.20.3,,100,10,0,HO-Chennai,path_health
2026-07-22 12:53:30+00:00,172.20.20.7,,100,10,0,BR-Whitefield,path_health
2026-07-22 12:53:50+00:00,172.20.20.3,,100,10,0,HO-Chennai,path_health
2026-07-22 12:53:50+00:00,172.20.20.7,,100,10,0,BR-Whitefield,path_health
2026-07-22 12:53:50+00:00,172.20.20.4,,100,10,0,ZO-Bengaluru,path_health
2026-07-22 12:53:50+00:00,172.20.20.5,,100,10,0,BR-Koramangala,path_health
2026-07-22 12:54:10+00:00,172.20.20.4,,100,10,0,ZO-Bengaluru,path_health
2026-07-22 12:54:10+00:00,172.20.20.5,,100,10,0,BR-Koramangala,path_health
2026-07-22 12:54:10+00:00,172.20.20.3,,100,10,0,HO-Chennai,path_health
2026-07-22 12:54:10+00:00,172.20.20.7,,100,10,0,BR-Whitefield,path_health
2026-07-22 12:54:30+00:00,172.20.20.3,,100,10,0,HO-Chennai,path_health
